time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),surface_pressure (hPa),snow_depth (ft),visibility (ft),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (mp/h),wind_speed_80m (mp/h),wind_direction_10m (°),wind_direction_80m (°),wind_gusts_10m (mp/h),temperature_80m (°F),soil_temperature_6cm (°F),soil_temperature_0cm (°F),soil_moisture_0_to_1cm (m³/m³),soil_moisture_1_to_3cm (m³/m³),evapotranspiration (inch)
2020-01-01T00:00,48.9,32,20.3,NaN,0.000,0.000,0.000,0.000,1004.4,0.000,203412.078,0,0.80,0.8,0.8,124,236,1.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-01T01:00,46.0,39,22.4,NaN,0.000,0.000,0.000,0.000,1003.9,0.000,172572.188,0,0.64,2.7,2.4,95,124,2.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-01T02:00,44.3,45,24.3,NaN,0.000,0.000,0.000,0.000,1003.6,0.000,151902.891,33,0.55,2.9,3.8,99,126,3.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-01T03:00,42.8,52,26.4,NaN,0.000,0.000,0.000,0.000,1003.6,0.000,131233.594,97,0.45,3.3,5.4,106,132,4.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T04:00,42.1,54,26.6,NaN,0.000,0.000,0.000,0.000,1003.1,0.000,127952.758,100,0.42,3.5,7.4,125,145,5.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T05:00,41.1,57,27.0,NaN,0.000,0.000,0.000,0.000,1003.1,0.000,125328.086,100,0.38,3.0,8.2,107,158,5.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T06:00,40.1,62,28.1,NaN,0.000,0.000,0.000,0.000,1002.7,0.000,117782.156,100,0.32,2.7,9.1,114,164,5.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T07:00,39.2,66,28.8,NaN,0.000,0.000,0.000,0.000,1002.1,0.000,107611.547,100,0.28,2.8,9.7,119,161,6.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T08:00,39.6,66,29.1,NaN,0.000,0.000,0.000,0.000,1001.7,0.000,108923.883,100,0.28,3.5,11.2,125,167,6.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T09:00,39.8,66,29.4,NaN,0.000,0.000,0.000,0.000,1001.1,0.000,108595.805,100,0.28,3.8,12.5,130,169,7.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T10:00,40.1,66,29.7,NaN,0.000,0.000,0.000,0.000,1000.6,0.000,109580.055,100,0.29,3.8,10.8,111,176,6.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T11:00,40.2,66,29.7,NaN,0.000,0.000,0.000,0.000,999.6,0.000,108595.805,100,0.29,3.6,11.3,112,173,7.2,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T12:00,39.9,66,29.5,NaN,0.000,0.000,0.000,0.000,999.2,0.000,106299.211,100,0.29,3.9,10.8,100,163,7.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T13:00,40.2,67,30.1,NaN,0.000,0.000,0.000,0.000,998.9,0.000,103018.375,100,0.28,4.5,10.7,90,154,7.6,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T14:00,40.7,70,31.7,NaN,0.000,0.000,0.000,0.000,998.6,0.000,96456.695,100,0.26,3.0,12.0,103,149,7.6,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T15:00,43.8,69,34.3,NaN,0.000,0.000,0.000,0.000,998.4,0.000,96128.609,100,0.30,3.0,10.1,132,159,10.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T16:00,47.2,63,35.3,NaN,0.000,0.000,0.000,0.000,998.7,0.000,107283.469,100,0.41,3.3,7.7,132,165,13.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T17:00,48.8,65,37.6,NaN,0.000,0.000,0.000,0.000,998.6,0.000,118766.406,100,0.41,2.9,8.3,148,175,19.2,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T18:00,51.4,55,35.8,NaN,0.000,0.000,0.000,0.000,997.4,0.000,133858.266,100,0.58,5.9,11.6,171,181,25.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T19:00,51.8,51,34.2,NaN,0.000,0.000,0.000,0.000,995.4,0.000,143044.625,100,0.64,7.9,15.4,175,182,24.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T20:00,53.3,50,35.2,NaN,0.000,0.000,0.000,0.000,994.0,0.000,139107.609,100,0.70,10.3,18.0,167,175,28.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T21:00,55.2,54,38.9,NaN,0.000,0.000,0.000,0.000,993.1,0.000,120734.906,100,0.69,9.2,17.2,179,181,26.6,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T22:00,55.4,57,40.4,NaN,0.000,0.000,0.000,0.000,992.4,0.000,108267.719,100,0.65,9.0,16.8,179,185,25.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T23:00,54.0,57,39.1,NaN,0.000,0.000,0.000,0.000,991.8,0.000,108595.805,100,0.61,8.4,16.8,169,177,24.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T00:00,52.7,57,37.9,NaN,0.000,0.000,0.000,0.000,991.7,0.000,109908.141,100,0.58,7.4,16.1,166,170,27.1,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T01:00,51.6,58,37.3,NaN,0.000,0.000,0.000,0.000,991.0,0.000,106955.383,100,0.55,7.3,16.4,153,163,29.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T02:00,50.7,60,37.3,NaN,0.000,0.000,0.000,0.000,990.5,0.000,101706.039,100,0.51,6.5,16.7,158,165,29.1,NaN,NaN,NaN,NaN,NaN,0.000
