time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),surface_pressure (hPa),snow_depth (ft),visibility (ft),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (mp/h),wind_speed_80m (mp/h),wind_direction_10m (°),wind_direction_80m (°),wind_gusts_10m (mp/h),temperature_80m (°F),soil_temperature_6cm (°F),soil_temperature_0cm (°F),soil_moisture_0_to_1cm (m³/m³),soil_moisture_1_to_3cm (m³/m³),evapotranspiration (inch)
2023-01-01T00:00,36.3,83,31.7,NaN,0.000,0.000,0.000,0.000,980.8,0.000,59711.285,100,0.12,4.1,8.6,241,260,9.2,33.1,36.2,33.6,0.287,0.288,0.000
2023-01-01T01:00,35.7,82,30.7,NaN,0.000,0.000,0.000,0.000,981.4,0.000,61023.621,8,0.13,3.5,8.2,235,244,10.5,32.5,35.4,32.0,0.286,0.287,0.000
2023-01-01T02:00,33.0,85,29.0,NaN,0.000,0.000,0.000,0.000,980.9,0.000,55446.195,9,0.10,2.7,8.1,204,236,9.2,31.9,34.6,31.8,0.285,0.286,0.000
2023-01-01T03:00,31.7,87,28.3,NaN,0.000,0.000,0.000,0.000,981.3,0.000,51509.188,6,0.08,4.0,10.7,254,250,12.3,31.7,34.2,31.7,0.285,0.285,0.000
2023-01-01T04:00,31.8,90,29.2,NaN,0.000,0.000,0.000,0.000,981.1,0.000,46259.844,100,0.06,4.5,5.2,207,230,5.8,31.7,33.8,31.2,0.284,0.284,-0.000
2023-01-01T05:00,32.7,91,30.4,NaN,0.000,0.000,0.000,0.000,981.1,0.000,45931.758,100,0.06,1.1,3.5,191,220,4.5,31.4,33.6,30.9,0.284,0.284,0.000
2023-01-01T06:00,33.6,89,30.7,NaN,0.000,0.000,0.000,0.000,980.9,0.000,51181.102,100,0.07,1.3,0.9,59,90,2.5,31.6,33.8,31.9,0.282,0.283,0.000
2023-01-01T07:00,33.3,92,31.3,NaN,0.000,0.000,0.000,0.000,980.7,0.000,45275.590,100,0.05,1.9,2.3,111,119,3.6,31.9,33.7,31.9,0.282,0.282,0.000
2023-01-01T08:00,33.8,91,31.5,NaN,0.000,0.000,0.000,0.000,981.1,0.000,45931.758,100,0.06,5.0,9.7,153,157,11.0,32.8,33.7,32.0,0.281,0.282,0.000
2023-01-01T09:00,34.3,91,32.0,NaN,0.000,0.000,0.000,0.000,981.6,0.000,46587.926,100,0.06,1.9,7.2,201,187,11.9,33.5,33.6,32.0,0.281,0.281,0.000
2023-01-01T10:00,34.5,93,32.7,NaN,0.000,0.000,0.000,0.000,980.9,0.000,41994.750,100,0.05,3.8,7.0,144,158,9.2,33.9,33.6,32.3,0.280,0.281,0.000
2023-01-01T11:00,34.9,94,33.3,NaN,0.000,0.000,0.000,0.000,980.3,0.000,41666.668,100,0.04,5.0,7.7,108,116,9.8,34.0,33.7,32.6,0.279,0.280,0.000
2023-01-01T12:00,35.9,92,33.8,NaN,0.000,0.000,0.000,0.000,979.9,0.000,45275.590,100,0.06,2.3,7.3,101,135,9.8,34.5,33.8,33.2,0.280,0.280,-0.000
2023-01-01T13:00,35.7,91,33.3,NaN,0.016,0.016,0.000,0.000,980.3,0.000,27887.139,100,0.06,2.6,9.9,149,157,13.9,34.2,34.2,33.9,0.285,0.282,0.000
2023-01-01T14:00,36.0,95,34.7,NaN,0.016,0.016,0.000,0.000,980.0,0.000,20013.123,100,0.04,8.4,14.3,160,160,21.3,34.7,34.5,34.7,0.298,0.292,0.000
2023-01-01T15:00,37.2,94,35.7,NaN,0.000,0.000,0.000,0.000,980.3,0.000,41994.750,100,0.05,5.4,10.6,204,201,18.1,35.3,35.2,36.5,0.299,0.296,0.000
2023-01-01T16:00,38.6,97,37.8,NaN,0.000,0.000,0.000,0.000,981.1,0.000,40026.246,100,0.02,5.3,8.8,216,216,17.0,36.8,36.3,39.9,0.297,0.295,0.000
2023-01-01T17:00,40.4,96,39.3,NaN,0.000,0.000,0.000,0.000,980.4,0.000,40682.414,100,0.03,6.5,9.6,214,216,14.5,39.1,38.1,41.7,0.295,0.294,0.000
2023-01-01T18:00,43.0,91,40.5,NaN,0.000,0.000,0.000,0.000,980.7,0.000,46259.844,100,0.08,7.9,11.3,227,232,19.2,40.3,38.7,41.2,0.293,0.293,0.000
2023-01-01T19:00,42.8,92,40.6,NaN,0.000,0.000,0.000,0.000,980.5,0.000,42979.004,100,0.07,9.2,14.4,229,233,18.8,39.9,39.5,41.6,0.291,0.291,0.000
2023-01-01T20:00,43.8,88,40.5,NaN,0.000,0.000,0.000,0.000,981.0,0.000,49212.598,100,0.12,9.3,15.3,240,245,21.3,39.8,39.8,41.2,0.289,0.290,0.000
2023-01-01T21:00,44.1,83,39.2,NaN,0.000,0.000,0.000,0.000,981.9,0.000,57742.781,100,0.17,8.5,15.0,256,259,19.7,39.8,39.9,40.9,0.288,0.289,0.000
2023-01-01T22:00,43.2,83,38.4,NaN,0.000,0.000,0.000,0.000,982.6,0.000,57742.781,100,0.16,7.4,16.3,250,257,19.9,39.8,39.7,40.2,0.287,0.288,0.000
2023-01-01T23:00,41.6,84,37.2,NaN,0.000,0.000,0.000,0.000,983.1,0.000,56102.363,100,0.14,7.2,16.6,261,267,19.2,38.4,39.4,39.2,0.286,0.287,0.000
2023-01-02T00:00,40.1,86,36.3,NaN,0.000,0.000,0.000,0.000,983.5,0.000,53805.773,100,0.12,4.8,12.4,242,253,18.6,37.7,38.7,38.0,0.285,0.285,0.000
2023-01-02T01:00,38.9,90,36.2,NaN,0.000,0.000,0.000,0.000,983.7,0.000,48556.430,100,0.08,3.7,11.9,237,257,15.0,37.3,38.1,36.6,0.284,0.285,0.000
2023-01-02T02:00,37.4,89,34.5,NaN,0.000,0.000,0.000,0.000,983.5,0.000,49868.766,37,0.08,2.4,9.1,229,260,6.9,37.3,37.2,35.3,0.282,0.283,-0.000
2023-01-02T03:00,37.0,88,33.7,NaN,0.000,0.000,0.000,0.000,984.1,0.000,51837.270,63,0.09,3.3,9.5,250,255,7.8,37.3,36.6,34.8,0.282,0.283,0.000
2023-01-02T04:00,36.3,90,33.7,NaN,0.000,0.000,0.000,0.000,984.5,0.000,47572.180,98,0.07,1.1,7.9,217,262,5.8,37.1,36.3,35.1,0.281,0.282,0.000
2023-01-02T05:00,36.6,89,33.7,NaN,0.000,0.000,0.000,0.000,985.6,0.000,10170.604,98,0.08,4.8,10.6,214,221,8.7,37.2,36.3,35.4,0.281,0.282,0.000
2023-01-02T06:00,36.7,92,34.6,NaN,0.000,0.000,0.000,0.000,985.0,0.000,10170.604,98,0.06,1.8,7.7,166,234,5.6,37.8,36.5,35.8,0.281,0.282,-0.000
2023-01-02T07:00,37.1,95,35.8,NaN,0.000,0.000,0.000,0.000,984.5,0.000,6889.764,98,0.04,2.1,6.0,58,255,3.4,38.0,36.4,35.9,0.280,0.281,-0.000
