time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),surface_pressure (hPa),snow_depth (ft),visibility (ft),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (mp/h),wind_speed_80m (mp/h),wind_direction_10m (°),wind_direction_80m (°),wind_gusts_10m (mp/h),temperature_80m (°F),soil_temperature_6cm (°F),soil_temperature_0cm (°F),soil_moisture_0_to_1cm (m³/m³),soil_moisture_1_to_3cm (m³/m³),evapotranspiration (inch)
2020-01-01T00:00,26.6,25,-4.6,NaN,0.000,0.000,0.000,0.000,822.2,0.197,234580.047,0,0.37,5.0,9.8,207,221,8.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-01T01:00,27.1,27,-2.5,NaN,0.000,0.000,0.000,0.000,821.9,0.197,226377.953,0,0.37,4.9,9.8,185,227,8.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T02:00,26.7,36,3.3,NaN,0.000,0.000,0.000,0.000,821.1,0.197,180774.281,0,0.32,8.3,6.8,177,212,9.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T03:00,26.1,40,5.0,NaN,0.000,0.000,0.000,0.000,820.8,0.197,164698.156,0,0.29,8.6,6.5,195,266,8.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T04:00,25.2,45,6.8,NaN,0.000,0.000,0.000,0.000,819.8,0.197,141732.281,0,0.25,8.3,2.0,177,186,8.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T05:00,26.1,45,7.7,NaN,0.000,0.000,0.000,0.000,819.9,0.197,145669.297,0,0.27,7.0,8.2,173,158,9.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T06:00,27.2,47,9.6,NaN,0.000,0.000,0.000,0.000,819.4,0.164,136154.859,7,0.27,8.5,7.1,175,169,10.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T07:00,26.9,52,11.6,NaN,0.000,0.000,0.000,0.000,817.9,0.164,122047.242,2,0.24,6.3,1.6,172,164,6.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T08:00,27.0,55,12.9,NaN,0.000,0.000,0.000,0.000,816.9,0.164,112204.727,1,0.22,5.6,1.1,173,191,5.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T09:00,26.7,56,13.1,NaN,0.000,0.000,0.000,0.000,816.0,0.164,110564.305,0,0.22,3.8,2.1,177,311,3.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T10:00,27.9,55,13.8,NaN,0.000,0.000,0.000,0.000,815.5,0.164,112532.812,0,0.23,5.6,2.4,182,202,5.6,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T11:00,30.4,54,15.7,NaN,0.000,0.000,0.000,0.000,814.6,0.164,113188.977,0,0.26,8.4,5.0,163,159,9.2,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T12:00,31.3,52,15.7,NaN,0.000,0.000,0.000,0.000,814.6,0.164,121391.078,0,0.29,6.6,2.5,168,270,6.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T13:00,33.6,42,12.9,NaN,0.000,0.000,0.000,0.000,814.5,0.164,159120.734,2,0.38,6.8,6.1,189,266,6.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T14:00,31.5,62,19.9,NaN,0.000,0.000,0.000,0.000,813.0,0.164,90879.266,17,0.23,9.9,8.8,193,187,10.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T15:00,36.1,55,21.5,NaN,0.000,0.000,0.000,0.000,813.9,0.164,108595.805,88,0.33,9.5,13.3,214,194,12.1,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T16:00,39.2,53,23.5,NaN,0.000,0.000,0.000,0.000,816.3,0.131,122375.328,10,0.38,4.6,4.6,203,227,6.9,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-01T17:00,45.8,46,26.1,NaN,0.000,0.000,0.000,0.000,817.8,0.033,136811.031,12,0.57,3.1,1.5,184,333,3.1,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T18:00,50.4,33,22.3,NaN,0.000,0.000,0.000,0.000,819.7,0.000,189632.547,67,0.83,8.5,10.3,315,316,11.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T19:00,49.8,32,21.1,NaN,0.000,0.000,0.000,0.000,820.8,0.000,195538.062,96,0.83,17.5,23.5,297,294,26.6,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T20:00,47.3,34,20.3,NaN,0.000,0.000,0.000,0.000,820.1,0.000,185039.375,98,0.73,11.7,22.4,290,286,25.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T21:00,48.2,32,19.7,NaN,0.000,0.000,0.000,0.000,819.4,0.000,194553.812,50,0.78,4.7,8.6,273,277,14.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T22:00,50.0,28,18.1,NaN,0.000,0.000,0.000,0.000,820.6,0.000,211286.094,7,0.89,17.0,26.3,306,305,32.2,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-01T23:00,46.8,32,18.5,NaN,0.000,0.000,0.000,0.000,820.9,0.000,191272.969,3,0.74,13.7,22.5,294,294,31.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T00:00,42.7,34,16.3,NaN,0.000,0.000,0.000,0.000,819.8,0.000,185039.375,4,0.62,8.1,18.5,278,276,14.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T01:00,38.3,40,16.1,NaN,0.000,0.000,0.000,0.000,818.3,0.000,159448.812,0,0.47,3.5,9.8,207,249,7.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T02:00,37.0,40,14.9,NaN,0.000,0.000,0.000,0.000,817.5,0.000,156824.141,0,0.45,6.4,18.5,258,253,13.4,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T03:00,34.8,43,14.5,NaN,0.000,0.000,0.000,0.000,816.6,0.000,145013.125,0,0.39,5.6,13.2,217,238,8.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T04:00,35.1,46,16.3,NaN,0.000,0.000,0.000,0.000,816.7,0.000,136482.938,1,0.37,5.4,14.3,197,231,10.3,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T05:00,34.6,45,15.4,NaN,0.000,0.000,0.000,0.000,817.0,0.000,138123.359,4,0.37,4.7,14.4,197,224,9.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T06:00,34.9,43,14.6,NaN,0.000,0.000,0.000,0.000,817.1,0.000,145341.203,2,0.39,5.5,10.8,201,225,8.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T07:00,34.2,36,10.0,NaN,0.000,0.000,0.000,0.000,817.8,0.000,175524.938,6,0.43,2.1,9.4,288,298,5.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T08:00,33.3,36,9.1,NaN,0.000,0.000,0.000,0.000,818.2,0.000,175524.938,0,0.41,1.6,13.3,286,316,6.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T09:00,33.1,35,8.4,NaN,0.000,0.000,0.000,0.000,818.7,0.000,178477.688,52,0.42,1.1,12.9,259,323,6.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T10:00,32.0,35,7.4,NaN,0.000,0.000,0.000,0.000,818.9,0.000,177165.359,10,0.40,2.6,5.4,149,360,2.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T11:00,28.4,39,6.6,NaN,0.000,0.000,0.000,0.000,818.0,0.000,160433.078,43,0.32,3.2,3.8,168,7,3.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T12:00,27.1,39,5.4,NaN,0.000,0.000,0.000,0.000,818.3,0.000,160761.156,47,0.31,0.9,9.2,225,1,3.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T13:00,25.1,44,6.2,NaN,0.000,0.000,0.000,0.000,818.9,0.000,142060.375,66,0.26,1.6,12.0,135,18,5.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T14:00,25.1,44,6.2,NaN,0.000,0.000,0.000,0.000,820.4,0.000,143044.625,20,0.26,0.7,10.1,288,4,3.4,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T15:00,26.1,53,11.2,NaN,0.000,0.000,0.000,0.000,821.8,0.000,115813.648,5,0.23,5.1,1.8,180,346,5.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-02T16:00,33.4,51,17.2,NaN,0.000,0.000,0.000,0.000,825.1,0.000,120406.828,6,0.32,5.1,5.7,203,201,5.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T17:00,38.2,33,11.6,NaN,0.000,0.000,0.000,0.000,827.1,0.000,185367.453,0,0.53,4.1,4.5,229,233,5.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T18:00,40.4,28,9.8,NaN,0.000,0.000,0.000,0.000,827.5,0.000,210301.844,0,0.61,4.0,3.3,218,228,11.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T19:00,42.2,28,11.4,NaN,0.000,0.000,0.000,0.000,827.5,0.000,207349.078,0,0.66,2.3,2.2,107,114,11.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T20:00,43.5,27,11.7,NaN,0.000,0.000,0.000,0.000,827.2,0.000,215551.188,0,0.70,5.7,5.9,79,81,11.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T21:00,44.5,29,14.2,NaN,0.000,0.000,0.000,0.000,827.4,0.000,204068.250,0,0.71,8.8,9.3,66,69,14.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T22:00,43.5,36,18.3,NaN,0.000,0.000,0.000,0.000,827.6,0.000,172572.188,0,0.62,7.9,8.1,85,85,12.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-02T23:00,41.5,42,20.1,NaN,0.000,0.000,0.000,0.000,827.3,0.000,147965.875,0,0.52,8.6,9.7,100,95,14.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T00:00,30.6,46,12.3,NaN,0.000,0.000,0.000,0.000,824.7,0.131,136482.938,2,0.31,3.2,6.1,135,118,6.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T01:00,27.3,44,8.2,NaN,0.000,0.000,0.000,0.000,824.7,0.131,142716.531,5,0.28,5.9,6.9,209,234,6.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T02:00,28.0,49,11.3,NaN,0.000,0.000,0.000,0.000,826.0,0.131,128937.008,2,0.27,4.1,13.3,225,292,6.5,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T03:00,27.9,44,8.7,NaN,0.000,0.000,0.000,0.000,826.9,0.131,144685.047,3,0.29,5.0,7.7,198,278,5.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T04:00,26.7,47,9.1,NaN,0.000,0.000,0.000,0.000,827.7,0.131,135170.609,1,0.26,6.7,10.3,230,268,7.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T05:00,25.2,54,10.8,NaN,0.000,0.000,0.000,0.000,828.2,0.131,113188.977,0,0.21,2.1,6.5,252,284,4.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T06:00,24.5,53,9.8,NaN,0.000,0.000,0.000,0.000,828.4,0.131,117454.070,4,0.21,6.1,2.6,176,70,6.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T07:00,24.2,61,12.6,NaN,0.000,0.000,0.000,0.000,828.9,0.131,95472.445,0,0.17,4.1,8.0,225,232,7.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T08:00,22.8,61,11.4,NaN,0.000,0.000,0.000,0.000,828.8,0.131,96128.609,0,0.16,4.2,8.5,216,235,7.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T09:00,22.8,58,10.2,NaN,0.000,0.000,0.000,0.000,829.1,0.131,101706.039,0,0.18,5.0,7.6,216,249,8.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T10:00,22.8,54,8.6,NaN,0.000,0.000,0.000,0.000,828.9,0.131,114501.312,0,0.19,5.3,5.7,208,228,7.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T11:00,24.1,53,9.4,NaN,0.000,0.000,0.000,0.000,829.4,0.098,113517.062,0,0.21,7.7,9.5,218,229,10.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T12:00,23.1,53,8.5,NaN,0.000,0.000,0.000,0.000,829.0,0.098,114829.398,0,0.20,6.2,8.4,206,245,8.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T13:00,21.5,56,8.2,NaN,0.000,0.000,0.000,0.000,828.8,0.098,105314.961,2,0.17,8.5,8.5,225,256,8.9,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T14:00,20.9,57,8.1,NaN,0.000,0.000,0.000,0.000,828.7,0.098,103674.539,0,0.17,8.3,4.8,199,236,8.3,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-03T15:00,22.2,55,8.5,NaN,0.000,0.000,0.000,0.000,829.3,0.098,108595.805,7,0.18,6.9,6.3,195,203,8.7,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T16:00,29.6,50,13.2,NaN,0.000,0.000,0.000,0.000,832.2,0.098,124671.914,1,0.28,6.2,7.3,218,214,7.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T17:00,36.4,37,12.6,NaN,0.000,0.000,0.000,0.000,834.4,0.098,172244.094,0,0.46,4.3,4.6,215,219,5.1,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T18:00,40.0,32,12.5,NaN,0.000,0.000,0.000,0.000,834.8,0.033,195209.969,0,0.57,3.3,3.7,250,253,14.1,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T19:00,44.1,29,13.9,NaN,0.000,0.000,0.000,0.000,835.1,0.000,208661.422,0,0.70,6.3,7.7,276,277,17.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T20:00,47.8,26,14.6,NaN,0.000,0.000,0.000,0.000,835.3,0.000,221128.609,0,0.84,9.8,13.0,294,299,19.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T21:00,48.6,24,13.4,NaN,0.000,0.000,0.000,0.000,835.2,0.000,230643.047,0,0.89,10.8,15.2,291,298,21.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T22:00,48.6,25,14.3,NaN,0.000,0.000,0.000,0.000,835.1,0.000,230643.047,0,0.87,11.5,16.4,282,287,19.2,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-03T23:00,46.4,27,14.2,NaN,0.000,0.000,0.000,0.000,835.0,0.000,219816.281,0,0.78,8.2,12.5,283,299,17.0,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T00:00,40.5,40,18.0,NaN,0.000,0.000,0.000,0.000,833.3,0.000,158464.562,0,0.51,7.5,9.3,243,287,7.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T01:00,37.8,43,17.2,NaN,0.000,0.000,0.000,0.000,832.7,0.000,145669.297,0,0.44,9.7,6.8,228,311,9.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T02:00,34.5,52,18.7,NaN,0.000,0.000,0.000,0.000,832.0,0.000,118438.320,0,0.33,7.7,2.5,197,190,7.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T03:00,33.9,54,19.0,NaN,0.000,0.000,0.000,0.000,832.4,0.000,112532.812,3,0.30,7.0,3.6,187,184,6.9,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T04:00,32.7,57,19.1,NaN,0.000,0.000,0.000,0.000,832.6,0.000,103674.539,0,0.27,6.1,1.6,190,225,6.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T05:00,33.3,55,18.9,NaN,0.000,0.000,0.000,0.000,833.5,0.000,109580.055,0,0.29,6.8,2.1,188,198,7.2,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T06:00,32.9,55,18.5,NaN,0.000,0.000,0.000,0.000,833.3,0.000,107611.547,0,0.29,7.2,4.2,189,198,8.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T07:00,32.6,55,18.2,NaN,0.000,0.000,0.000,0.000,832.4,0.000,108595.805,0,0.28,7.6,8.4,185,196,10.3,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T08:00,31.8,55,17.5,NaN,0.000,0.000,0.000,0.000,831.4,0.000,108267.719,0,0.27,6.9,10.8,182,185,11.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T09:00,31.2,56,17.3,NaN,0.000,0.000,0.000,0.000,831.5,0.000,106627.297,0,0.26,6.4,11.0,198,193,11.4,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T10:00,30.7,59,18.1,NaN,0.000,0.000,0.000,0.000,831.7,0.000,99737.531,0,0.24,6.9,8.0,195,216,9.6,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T11:00,30.4,58,17.4,NaN,0.000,0.000,0.000,0.000,831.1,0.000,100393.703,0,0.24,7.6,8.5,194,223,9.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T12:00,30.0,57,16.6,NaN,0.000,0.000,0.000,0.000,830.4,0.000,102362.203,0,0.24,7.6,8.5,185,215,10.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T13:00,30.1,60,17.9,NaN,0.000,0.000,0.000,0.000,829.9,0.000,97112.859,0,0.23,8.2,9.6,189,217,10.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T14:00,29.9,59,17.3,NaN,0.000,0.000,0.000,0.000,829.7,0.000,99081.367,31,0.23,8.1,15.2,188,200,14.8,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T15:00,33.1,56,19.1,NaN,0.000,0.000,0.000,0.000,830.9,0.000,106299.211,0,0.28,6.4,15.5,200,200,14.3,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-04T16:00,39.0,51,22.4,NaN,0.000,0.000,0.000,0.000,833.0,0.000,120078.742,0,0.40,6.9,10.1,205,215,9.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T17:00,47.4,38,23.0,NaN,0.000,0.000,0.000,0.000,835.4,0.000,166994.750,0,0.69,4.9,6.0,223,228,6.3,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T18:00,51.9,30,21.4,NaN,0.000,0.000,0.000,0.000,835.7,0.000,201115.484,23,0.92,4.0,4.4,218,229,4.9,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T19:00,55.0,26,20.7,NaN,0.000,0.000,0.000,0.000,835.4,0.000,222112.859,39,1.10,3.8,3.6,201,210,7.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T20:00,58.4,24,21.7,NaN,0.000,0.000,0.000,0.000,834.4,0.000,232611.547,37,1.27,5.9,6.4,155,155,9.4,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T21:00,59.4,23,21.5,NaN,0.000,0.000,0.000,0.000,833.6,0.000,238188.984,98,1.33,8.9,11.9,143,146,15.7,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T22:00,60.5,23,22.5,NaN,0.000,0.000,0.000,0.000,833.5,0.000,237532.812,15,1.39,8.2,11.4,145,149,14.8,NaN,NaN,NaN,NaN,NaN,0.000
2020-01-04T23:00,57.5,26,22.8,NaN,0.000,0.000,0.000,0.000,832.6,0.000,226706.031,4,1.20,3.4,6.5,127,164,6.7,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-05T00:00,49.9,33,21.9,NaN,0.000,0.000,0.000,0.000,830.6,0.000,188976.375,0,0.82,4.0,2.8,43,45,4.0,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-05T01:00,47.3,36,21.7,NaN,0.000,0.000,0.000,0.000,830.6,0.000,173884.516,0,0.71,5.2,5.0,230,297,5.1,NaN,NaN,NaN,NaN,NaN,-0.000
2020-01-05T02:00,46.3,36,20.8,NaN,0.000,0.000,0.000,0.000,831.5,0.000,173884.516,0,0.69,8.2,9.5,259,289,9.4,NaN,NaN,NaN,NaN,NaN,-0.000
